Month,Day,Sunrise,Sunset,AvgHighF,AvgLowF,MeanF,RecordHighF,RecordHighYear,RecordLowF,RecordLowYear
3,22,07:08,19:26,58,39,49,71,1978,26,2007
3,23,07:07,19:27,58,39,49,74,2004,30,1951
3,24,07:05,19:28,58,40,49,74,1979,29,1951
3,25,07:03,19:30,58,40,49,71,1960,30,1950
3,26,07:01,19:31,58,40,49,70,1966,29,1996
3,27,06:59,19:32,59,40,49,77,1994,22,2007
3,28,06:57,19:33,59,40,49,79,1994,29,1962
3,29,06:55,19:35,59,40,49,79,1994,27,2007
3,30,06:53,19:36,59,40,50,76,1994,28,1968
3,31,06:51,19:37,59,40,50,75,2003,30,1949
4,1,06:49,19:39,59,40,50,76,1997,25,2007
4,2,06:47,19:40,60,40,50,82,1992,27,2007
4,3,06:45,19:41,60,40,50,81,1992,25,2007
4,4,06:44,19:43,60,40,50,78,2004,29,2007
4,5,06:42,19:44,60,40,50,79,1990,29,1975
4,6,06:40,19:45,60,40,50,79,1977,31,1975
4,7,06:38,19:46,60,41,50,80,1977,29,1952
4,8,06:36,19:48,60,41,50,84,1977,29,1952
4,9,06:34,19:49,61,41,51,75,1949,32,1975
4,10,06:32,19:50,61,41,51,81,1985,32,1972
4,11,06:31,19:52,61,41,51,77,1978,31,1965
4,12,06:29,19:53,61,41,51,83,1951,30,1970
4,13,06:27,19:54,61,41,51,85,1989,30,1968
4,14,06:25,19:55,61,41,51,82,1989,29,2009
4,15,06:23,19:57,61,41,51,79,1989,33,2006
4,16,06:22,19:58,62,41,51,86,1990,28,2007
4,17,06:20,19:59,62,41,52,77,1983,31,1964
4,18,06:18,20:00,62,41,52,79,1983,30,1964
4,19,06:16,20:02,62,41,52,80,1962,28,2007
4,20,06:15,20:03,62,41,52,82,2009,24,2007
4,21,06:13,20:04,63,42,52,82,2009,27,2007
4,22,06:11,20:05,63,42,52,81,2009,28,2006
4,23,06:10,20:07,63,42,52,83,1982,30,2006
4,24,06:08,20:08,63,42,53,79,1995,32,1950
4,25,06:07,20:09,63,42,53,77,1977,33,1982
4,26,06:05,20:11,64,42,53,82,2001,33,1950
4,27,06:03,20:12,64,42,53,89,1987,34,1968
4,28,06:02,20:13,64,43,53,84,1980,33,1973
4,29,06:00,20:14,64,43,54,84,1968,35,1967
4,30,05:59,20:16,65,43,54,87,1998,30,2007
5,1,05:57,20:17,65,43,54,91,1998,35,1972
5,2,05:56,20:18,65,43,54,83,2004,31,1952
5,3,05:54,20:19,65,44,55,80,1966,30,2007
5,4,05:53,20:21,66,44,55,93,1992,31,2007
5,5,05:52,20:22,66,44,55,91,1992,27,2007
5,6,05:50,20:23,66,44,55,90,1992,34,2007
5,7,05:49,20:24,66,44,55,92,1987,34,1965
5,8,05:48,20:26,67,45,56,96,1987,34,1965
5,9,05:46,20:27,67,45,56,95,1987,31,2007
5,10,05:45,20:28,67,45,56,90,1987,33,2007
5,11,05:44,20:29,67,45,56,87,1949,32,2007
5,12,05:42,20:30,68,46,57,90,1988,35,1985
5,13,05:41,20:32,68,46,57,89,1997,34,1985
5,14,05:40,20:33,68,46,57,92,1973,28,2007
5,15,05:39,20:34,68,46,57,88,2008,36,1964
5,16,05:38,20:35,69,46,58,90,2008,36,2007
5,17,05:37,20:36,69,47,58,92,2008,34,2007
5,18,05:36,20:37,69,47,58,96,2008,35,2007
5,19,05:35,20:39,69,47,58,88,1963,38,1982
5,20,05:34,20:40,69,47,58,88,1963,38,1975
5,21,05:33,20:41,70,48,59,91,1963,37,2007
5,22,05:32,20:42,70,48,59,88,1988,35,1964
5,23,05:31,20:43,70,48,59,94,2001,32,2007
5,24,05:30,20:44,70,48,59,92,1999,35,1964
5,25,05:29,20:45,70,48,59,94,1992,38,1967
5,26,05:28,20:46,71,48,60,87,1966,36,1998
5,27,05:28,20:47,71,49,60,90,2005,37,1998
5,28,05:27,20:48,71,49,60,89,2005,33,1998
5,29,05:26,20:49,71,49,60,91,1972,34,2007
5,30,05:26,20:50,71,49,60,90,1995,37,1952
5,31,05:25,20:51,71,49,60,98,1983,40,1950
6,1,05:24,20:51,72,49,60,94,1986,39,1966
6,2,05:24,20:52,72,49,61,92,1979,40,2005
6,3,05:23,20:53,72,49,61,96,1970,39,1976
6,4,05:23,20:54,72,50,61,92,1969,40,1991
6,5,05:23,20:55,72,50,61,95,1978,40,1966
6,6,05:22,20:55,72,50,61,95,1978,37,2007
6,7,05:22,20:56,72,50,61,97,2003,40,2007
6,8,05:21,20:57,73,50,61,95,2003,40,2007
6,9,05:21,20:57,73,50,61,82,1969,42,2007
6,10,05:21,20:58,73,50,62,88,1982,40,1973
6,11,05:21,20:59,73,50,62,92,1986,40,2007
6,12,05:21,20:59,73,50,62,90,1986,34,2007
6,13,05:21,21:00,74,50,62,94,1986,42,1952
6,14,05:21,21:00,74,50,62,97,1986,42,2007
6,15,05:21,21:01,74,51,62,94,1988,43,1998
6,16,05:21,21:01,74,51,62,96,1961,43,1952
6,17,05:21,21:01,74,51,63,95,1961,41,1949
6,18,05:21,21:02,75,51,63,98,1969,40,2007
6,19,05:21,21:02,75,51,63,100,1985,36,2007
6,20,05:21,21:02,75,51,63,95,1982,36,2007
6,21,05:21,21:02,75,51,63,96,1970,42,1960
6,22,05:21,21:02,76,51,63,98,1992,41,2006
6,23,05:22,21:03,76,51,64,104,1992,38,2007
6,24,05:22,21:03,76,51,64,100,1992,43,1985
6,25,05:22,21:03,76,52,64,100,1989,39,2007
6,26,05:23,21:03,77,52,64,100,1987,37,2007
6,27,05:23,21:03,77,52,64,103,2006,42,2007
6,28,05:24,21:03,77,52,65,99,2000,42,2007
6,29,05:24,21:02,77,52,65,99,2003,43,1964
6,30,05:25,21:02,78,52,65,96,1951,37,1949
7,1,05:25,21:02,78,52,65,99,1995,44,1948
7,2,05:26,21:02,78,52,65,97,1967,42,1948
7,3,05:27,21:02,79,53,66,96,1967,44,1949
7,4,05:27,21:01,79,53,66,100,1970,45,1949
7,5,05:28,21:01,79,53,66,97,1972,47,2002
7,6,05:29,21:01,79,53,66,95,1960,41,1989
7,7,05:29,21:00,80,53,66,97,1960,41,1971
7,8,05:30,21:00,80,53,67,94,2010,42,2007
7,9,05:31,20:59,80,53,67,97,1952,42,1989
7,10,05:32,20:59,80,53,67,97,1952,42,1989
7,11,05:33,20:58,81,54,67,100,2007,44,1989
7,12,05:33,20:57,81,54,67,103,1961,45,1989
7,13,05:34,20:57,81,54,68,104,1961,43,1989
7,14,05:35,20:56,81,54,68,95,1949,47,2006
7,15,05:36,20:55,82,54,68,104,1996,46,1982
7,16,05:37,20:54,82,54,68,102,1970,45,2006
7,17,05:38,20:53,82,54,68,102,1979,46,2006
7,18,05:39,20:53,82,54,68,103,1992,42,2006
7,19,05:40,20:52,82,55,69,103,1985,44,2006
7,20,05:41,20:51,83,55,69,100,1988,42,1989
7,21,05:42,20:50,83,55,69,103,1994,47,1966
7,22,05:43,20:49,83,55,69,105,1994,47,1952
7,23,05:44,20:48,83,55,69,104,2006,38,1989
7,24,05:45,20:47,83,55,69,103,1991,38,1989
7,25,05:46,20:46,83,55,69,101,2004,42,2007
7,26,05:47,20:45,83,55,69,102,1988,40,1989
7,27,05:48,20:43,83,55,69,103,2009,45,2007
7,28,05:50,20:42,83,55,69,105,2009,42,1989
7,29,05:51,20:41,83,55,69,104,1998,48,1979
7,30,05:52,20:40,83,55,69,103,2003,44,2007
7,31,05:53,20:38,83,55,69,105,1965,42,2006
8,1,05:54,20:37,83,55,69,104,1965,38,1989
8,2,05:55,20:36,83,55,69,99,1986,40,1989
8,3,05:56,20:34,83,55,69,99,1993,45,2006
8,4,05:58,20:33,83,55,69,103,1952,45,2006
8,5,05:59,20:32,83,55,69,102,1990,42,1989
8,6,06:00,20:30,83,55,69,97,1972,43,1996
8,7,06:01,20:29,83,55,69,102,1972,43,1989
8,8,06:02,20:27,83,55,69,103,1972,40,1989
8,9,06:03,20:26,83,55,69,104,1978,46,1959
8,10,06:05,20:24,83,55,69,106,1981,47,1964
8,11,06:06,20:23,83,55,69,105,1981,42,2006
8,12,06:07,20:21,83,54,69,104,1977,45,2006
8,13,06:08,20:20,83,54,69,105,1977,45,1949
8,14,06:09,20:18,83,54,68,104,2002,45,1948
8,15,06:11,20:16,82,54,68,102,2008,42,2006
8,16,06:12,20:15,82,54,68,103,2008,38,1997
8,17,06:13,20:13,82,54,68,103,1977,44,2006
8,18,06:14,20:11,82,54,68,108,1977,42,1989
8,19,06:15,20:10,82,54,68,96,2009,43,1989
8,20,06:17,20:08,82,54,68,96,1967,43,2010
8,21,06:18,20:06,82,53,68,99,1951,42,2006
8,22,06:19,20:05,82,53,67,96,1961,42,1989
8,23,06:20,20:03,81,53,67,95,1988,46,1973
8,24,06:22,20:01,81,53,67,100,1988,42,2005
8,25,06:23,20:00,81,53,67,97,1996,43,2006
8,26,06:24,19:58,81,53,67,95,1986,42,1998
8,27,06:25,19:56,81,53,67,103,1986,46,1962
8,28,06:26,19:54,81,52,67,98,1972,38,1989
8,29,06:28,19:52,80,52,66,101,1967,41,1951
8,30,06:29,19:51,80,52,66,94,1996,38,2006
8,31,06:30,19:49,80,52,66,102,1987,43,1989
9,1,06:31,19:47,80,52,66,103,1987,37,1989
9,2,06:32,19:45,80,52,66,100,1998,38,1989
9,3,06:34,19:43,79,52,66,100,1988,42,1987
9,4,06:35,19:41,79,51,65,95,2003,36,1989
9,5,06:36,19:40,79,51,65,96,1973,34,1989
9,6,06:37,19:38,79,51,65,99,1968,32,1989
9,7,06:39,19:36,79,51,65,94,1986,38,1992
9,8,06:40,19:34,78,51,65,95,1981,41,1960
9,9,06:41,19:32,78,51,64,93,1993,41,1970
9,10,06:42,19:30,78,51,64,92,1948,39,2006
9,11,06:44,19:28,78,50,64,95,1973,39,1988
9,12,06:45,19:26,77,50,64,90,1975,42,1949
9,13,06:46,19:24,77,50,64,89,2002,35,1970
9,14,06:47,19:22,77,50,63,94,1998,38,1970
9,15,06:48,19:20,77,50,63,90,1951,36,1989
9,16,06:50,19:18,76,50,63,93,1981,37,1989
9,17,06:51,19:16,76,49,63,91,1951,31,1965
9,18,06:52,19:14,76,49,62,91,1951,37,1988
9,19,06:53,19:13,75,49,62,91,1991,36,1989
9,20,06:55,19:11,75,49,62,94,1952,38,1989
9,21,06:56,19:09,75,49,62,94,1952,35,2005
9,22,06:57,19:07,74,48,61,91,1952,36,1960
9,23,06:58,19:05,74,48,61,94,1987,37,2005
9,24,07:00,19:03,73,48,61,91,1974,36,2005
9,25,07:01,19:01,73,48,61,92,1991,34,2005
9,26,07:02,18:59,73,48,60,91,1991,35,2005
9,27,07:03,18:57,72,48,60,91,1967,36,1972
9,28,07:05,18:55,72,47,60,94,1967,35,1983
9,29,07:06,18:53,71,47,59,88,1967,28,1972
9,30,07:07,18:51,71,47,59,90,1993,35,1950
10,1,07:08,18:49,71,47,59,88,1987,30,1950
10,2,07:10,18:47,70,46,58,88,1987,34,1999
10,3,07:11,18:45,70,46,58,88,1952,32,1989
10,4,07:12,18:43,69,46,58,84,1952,31,1989
10,5,07:14,18:42,69,46,57,84,1952,37,1962
10,6,07:15,18:40,68,46,57,86,1980,29,2009
10,7,07:16,18:38,68,45,57,85,1952,34,1983
10,8,07:18,18:36,67,45,56,84,1952,33,1961
10,9,07:19,18:34,67,45,56,82,1996,27,1985
10,10,07:20,18:32,67,45,56,82,1996,27,2006
10,11,07:21,18:30,66,45,55,83,1991,32,2006
10,12,07:23,18:29,66,44,55,85,1991,32,2006
10,13,07:24,18:27,65,44,55,80,1991,34,1966
10,14,07:25,18:25,65,44,54,79,1991,34,1966
10,15,07:27,18:23,64,44,54,81,1991,33,1986
10,16,07:28,18:22,64,44,54,80,1961,30,1949
10,17,07:29,18:20,63,43,53,76,1974,31,1949
10,18,07:31,18:18,63,43,53,77,1952,28,1949
10,19,07:32,18:16,63,43,53,78,1974,24,1949
10,20,07:34,18:15,62,43,53,81,1997,26,1949
10,21,07:35,18:13,62,43,52,81,2003,28,1949
10,22,07:36,18:11,61,43,52,78,2003,30,2006
10,23,07:38,18:10,61,42,52,76,2003,32,1949
10,24,07:39,18:08,61,42,51,74,1959,31,2006
10,25,07:40,18:07,60,42,51,74,1965,27,2006
10,26,07:42,18:05,60,42,51,75,1965,28,2006
10,27,07:43,18:04,59,42,51,74,2003,29,1948
10,28,07:44,18:02,59,42,50,73,2003,26,1970
10,29,07:46,18:01,59,42,50,72,2003,28,1971
10,30,07:47,17:59,58,41,50,69,1968,28,1991
10,31,07:49,17:58,58,41,50,69,1967,28,2006
11,1,07:50,17:56,58,41,49,68,1967,27,2003
11,2,07:51,17:55,57,41,49,68,1959,25,2006
11,3,06:53,16:53,57,41,49,67,1949,24,2002
11,4,06:54,16:52,57,41,49,75,1975,25,2006
11,5,06:55,16:51,56,41,48,68,1975,25,2002
11,6,06:57,16:49,56,40,48,67,2006,29,1993
11,7,06:58,16:48,55,40,48,68,1980,29,1948
11,8,07:00,16:47,55,40,48,63,1976,26,1948
11,9,07:01,16:46,55,40,47,68,1989,26,1948
11,10,07:02,16:44,54,40,47,68,1989,29,1948
11,11,07:04,16:43,54,40,47,66,1989,27,1985
11,12,07:05,16:42,54,39,47,67,1989,26,1982
11,13,07:07,16:41,53,39,46,65,1974,25,1978
11,14,07:08,16:40,53,39,46,71,1999,23,1985
11,15,07:09,16:39,53,39,46,70,2001,24,1961
11,16,07:11,16:38,52,39,46,65,2009,25,2005
11,17,07:12,16:37,52,39,45,69,1976,26,1977
11,18,07:14,16:36,52,38,45,64,1976,24,2006
11,19,07:15,16:35,51,38,45,62,1965,22,2000
11,20,07:16,16:34,51,38,45,65,1965,11,2000
11,21,07:18,16:33,51,38,44,65,2002,26,1977
11,22,07:19,16:33,50,38,44,64,2002,22,1985
11,23,07:20,16:32,50,37,44,63,1949,15,1985
11,24,07:22,16:31,50,37,43,65,1949,22,1993
11,25,07:23,16:31,49,37,43,64,1962,12,1985
11,26,07:24,16:30,49,37,43,65,1962,19,1985
11,27,07:25,16:29,49,37,43,66,1998,23,1985
11,28,07:27,16:29,48,36,42,59,1950,19,1985
11,29,07:28,16:28,48,36,42,60,1995,16,1985
11,30,07:29,16:28,48,36,42,60,1978,15,2006
12,1,07:30,16:27,47,36,42,58,1980,13,1985
12,2,07:31,16:27,47,35,41,62,1966,9,1985
12,3,07:32,16:27,47,35,41,64,1975,23,1985
12,4,07:34,16:27,47,35,41,61,1982,24,2003
12,5,07:35,16:26,46,35,41,61,1989,22,1972
12,6,07:36,16:26,46,35,40,64,1989,16,1972
12,7,07:37,16:26,46,34,40,62,1988,14,1972
12,8,07:38,16:26,45,34,40,60,1970,12,1972
12,9,07:39,16:26,45,34,40,62,1987,12,1972
12,10,07:39,16:26,45,34,39,63,1987,12,1972
12,11,07:40,16:26,45,34,39,58,1967,12,1972
12,12,07:41,16:26,45,33,39,58,1953,16,1972
12,13,07:42,16:26,45,33,39,64,1995,19,1972
12,14,07:43,16:26,44,33,39,63,1977,19,1972
12,15,07:44,16:27,44,33,39,62,2002,18,1972
12,16,07:44,16:27,44,33,39,60,1959,15,1964
12,17,07:45,16:27,44,33,38,64,1974,6,1964
12,18,07:46,16:28,44,33,38,59,1999,7,1964
12,19,07:46,16:28,44,33,38,59,1953,10,1964
12,20,07:47,16:28,44,33,38,60,1972,12,1990
12,21,07:47,16:29,44,32,38,64,1972,10,1990
12,22,07:48,16:29,44,32,38,62,1972,11,1990
12,23,07:48,16:30,44,32,38,66,1950,10,1983
12,24,07:49,16:31,44,32,38,55,1961,12,1983
12,25,07:49,16:31,44,32,38,63,1980,12,1990
12,26,07:49,16:32,44,32,38,68,1980,16,1990
12,27,07:49,16:33,44,32,38,61,1994,22,1948
12,28,07:50,16:33,44,32,38,63,1980,13,1985
12,29,07:50,16:34,44,32,38,58,1950,10,1990
12,30,07:50,16:35,44,32,38,59,1998,11,1990
12,31,07:50,16:36,44,32,38,55,1980,6,1968
